F,F',R,R',B,B',L,L',U,U',D,D'
0.402705136914831,0.6500602591236029,0.7256996938218154,0.5812763928241307,0.6435217799604038,0.6449377164490308,0.7157664250925846,0.9,0.5677507535942237,0.6424989580338551,0.7084451103614651,0.4075247639
0.6037685502749341,0.5732747579164094,0.7199919741160252,0.7114541654442466,0.6543810972177097,0.7116568203604032,0.9,0.679378488671255,0.6868266127909897,0.6381961201709,0.6942016814937501,0.6668073792844
0.7064718744937939,0.6885595758713394,0.3992710169,0.6954292664348993,0.6833630303953603,0.6729362109046875,0.6363264555128956,0.7233462171667608,0.3568129245999999,0.6866752635873925,0.7935406485000001,0.9
0.5769297007751226,0.9,0.5604972902986721,0.7073268803764328,0.5798763416930401,0.6962322111135475,0.5895592366916456,0.6476738076488364,0.5309157797704438,0.6388425542526044,0.6763571943312501,0.56856973724375
0.9,0.7235208612074893,0.6438659668895905,0.554990395426045,0.5592753424482567,0.3703398917125,0.3706101884707725,0.6575110998165381,0.6914070956506537,0.3783351819908875,0.4962835611,0.6744926159507996
0.7119652350277217,0.6861716310946537,0.4738049271,0.9,0.6631137904086832,0.7143152949606264,0.6540035971143618,0.6173801786826933,0.42437355225,0.5394204516925154,0.509172647775,0.7222472020090303
0.3678758708375,0.7197415189840297,0.9,0.6978071811674464,0.5522325092477194,0.3721876498334613,0.015375302,0.5824136794506979,0.33304971865,0.5497863908323001,0.33632712845,0.6131751885375001
0.42362925029826,0.5540593182995642,0.438078180939635,0.6497818658863557,0.612882812957614,0.9,0.075304338,0.3685494774635496,0.6642303652976163,0.3330561116,0.496334672675,0.5680321748925201
0.7183580975656287,0.5722952361452153,0.063021614,0.6685194567943074,0.9,0.7095553198854974,0.5652491393667912,0.6905367766906274,0.043661837,0.41258245645,0.6946114154656582,0.059337197
0.5505974692063491,0.5531013087302705,0.7106365510709463,0.600721700553247,0.5559534803786486,0.7164027329032407,0.6560619772878704,0.9,0.54570523009375,0.6325986106625001,0.573468090225,0.6214087781875002
0.390957691353757,0.6224453157333049,0.4373001034972191,0.5629077997836436,0.4656035309963549,0.5661146901566865,0.9,0.6505107685628844,0.7029115277514002,0.6463724315375001,0.6793950276875,0.613363211225
0.358313778809375,0.629567813460168,0.6179839270433183,0.81,0.6260736142491401,0.5203341235253955,0.635453157106799,0.6124337513495528,0.6172173042264233,0.4627335959909249,0.4699720741750001,0.5785243357979625
0.524187734208649,0.5223443059207533,0.81,0.5231648744585888,0.6491697763833546,0.33309561740625,0.5384180742108895,0.6105095268211966,0.3616287105,0.49762212725,0.6232387393564975,0.6124436492187502
0.6760408365,0.734575654,0.6161960417819902,0.6191245474478547,0.632907045635998,0.81,0.163362585,0.5534003069679745,0.048721991,0.5805536585890136,0.5731435947869273,0.4717170675
0.6712924165,0.7159831520000001,0.5382930257524663,0.6230458218554746,0.81,0.605611635304617,0.3757603046693921,0.260190929,0.3216589261499999,0.244140294,0.49180888228125,0.5921589996269891
0.4448353699920689,0.5489838584852241,0.4628250656620707,0.5740174938710698,0.3496292864773201,0.6253437029452078,0.5282224192964845,0.81,0.5203189791212316,0.5980974289433811,0.6314047638321101,0.5663435544062501
0.5291932509999308,0.5670695548689278,0.6199223239519114,0.5760149509119574,0.5970324011248926,0.325332737975,0.81,0.3911580195875,0.599049408906835,0.012804631,0.5110043676235192,0.6083731615080079
0.3881195266453126,0.635892119919276,0.5727244262304818,0.56440690485,0.5780878934360492,0.6234491819377577,0.6197433890682662,0.5202633078875001,0.5992380136750001,0.81,0.5417471808125001,0.59179493134375
0.6458144842436633,0.3369729582849197,0.3386525742957495,0.5368684081110426,0.5981416752041242,0.523920452935513,0.6402027972982028,0.4835884783874999,0.81,0.3923505076039227,0.5724837862031251,0.375178573375
0.638280580233629,0.126428369,0.6146705616246786,0.6125017549169895,0.5732113508859376,0.5006935057965137,0.6426373754664416,0.6435125264625001,0.6374387581734151,0.34340861555,0.6514004453429688,0.81
0.5797058100804038,0.3797829994281116,0.6084259401824239,0.4605842451,0.5028170089787959,0.457409943125,0.617048135825228,0.5737163325555299,0.5912633139546459,0.6527844884764383,0.81,0.582599938464527
0.62427090960766,0.81,0.6422683321324519,0.6157577931386835,0.5078879121348018,0.5018198873876953,0.5348909991825315,0.5831776542354621,0.5567473115234648,0.5442623946375,0.3720825934994961,0.6504462349493714
0.81,0.3808264780664743,0.4388385327606589,0.5677018665222513,0.6229972934693778,0.083497625,0.5369888758375001,0.528364149329712,0.5563015297295413,0.5014133832250001,0.4203606874000001,0.6347721024873547
0.4910186551607109,0.33067209949917,0.8040633726875,0.81,0.6308973797901611,0.6512542077077432,0.5314501527345217,0.5925476435826035,0.5726519459675667,0.5384063569499953,0.4083675751,0.6348570687052852
0.6413556617799561,0.5679223179912508,0.5796893189948653,0.5280140042298695,0.3752095528191908,0.81,0.533505522431184,0.42042067345,0.4120483714995247,0.3738217453,0.4244874627,0.3296237852999999
0.6053670971898436,0.5887909100085653,0.4261419289681479,0.5746408705662048,0.81,0.614011136036158,0.36351687195,0.6113817498475875,0.004469378,0.49183819245,0.605828820501382,0.49830889788125
0.6523803691814772,0.380805506875,0.6468390927356631,0.7327974515,0.6479807505384776,0.33958142168125,0.6496345782588648,0.81,0.5823952622476216,0.5101543782311082,0.5047089832063271,0.4875040221113648
0.4223062682337341,0.366936891,0.4531529336812305,0.81,0.5763058174504745,0.575930190995023,0.703831653,0.5153232204303074,0.6114940121864618,0.5821204503235597,0.3756351971541372,0.5701664315645714
0.6252733576667473,0.5050412064992954,0.3399122873917263,0.6124605521358284,0.3842406869671875,0.6127918721562502,0.5325429304200402,0.5705159014226513,0.538503613925,0.81,0.54409833375,0.6150951093656252
0.6232071383366249,0.581289903233208,0.6185813440028289,0.5981004987457419,0.401440881121875,0.571001391283197,0.5612779584472657,0.4977732375750001,0.81,0.5648125048398974,0.48347205093125,0.6435148050439632
0.6221786463181581,0.6327200823115442,0.4394963489585938,0.5071610491081071,0.3668637397000001,0.6214581619572266,0.6378693345078126,0.4398474907875001,0.5326101449906464,0.4146743306744936,0.5241855062578127,0.81
0.3369729599444896,0.5757933596573048,0.5742128034417033,0.4881684194,0.6098195414524323,0.034474118,0.6128014747561877,0.6085216689030839,0.533667905749552,0.5900437303691395,0.81,0.5435333002246612
0.6132676188116151,0.81,0.5154342853216709,0.4090959225906913,0.5986630879829906,0.5025203090423996,0.4971611534958908,0.387454437499476,0.6107989511096348,0.4948016056609884,0.5719983079982185,0.5839894410390626
0.81,0.3447355685218308,0.5966400356816524,0.6336055259915938,0.6030851552908367,0.5051575028987125,0.4110844172695312,0.5928490430140616,0.4061078683938361,0.627368012153125,0.6392306746499723,0.5082802024203126
0.4954172219523854,0.5065928287490133,0.012772452,0.5855778195915475,0.4676445003128403,0.81,0.5035543524537235,0.5470394607987841,0.596498958215629,0.613882042997792,0.5088067126778417,0.6013744603073212
0.3546813174205838,0.6378801402170668,0.6478566953152918,0.4952393004309683,0.81,0.5780840696173152,0.5302285051593918,0.4712126417875001,0.3428557930625,0.59940751159375,0.6030710532887714,0.601310850349414
0.6467197024596081,0.5955888348099718,0.7991543695625001,0.6265967130583119,0.624428791596366,0.6178979982134074,0.5928446909094979,0.81,0.5647709064248119,0.3355593278813247,0.3684029683047776,0.5159466352707529
0.3962190596783572,0.353231641155047,0.70239150375,0.560543796497968,0.307096695,0.4170301732149913,0.81,0.4068048349367494,0.1422536350030218,0.4353995143459839,0.365862351075101,0.422619935474969
0.3524253509433733,0.596635520144855,0.3369729284994352,0.5212707409291429,0.4966623969855387,0.5223563046389768,0.3410144476007813,0.6275136060698825,0.3108001439021485,0.81,0.371129040833954,0.30181489195
0.3524253772301239,0.5856904968719737,0.5865447507736925,0.5848003006761494,0.3327739195063182,0.5970618146768001,0.6157837494698688,0.4875306008520849,0.81,0.5880123893020089,0.5250005183295989,0.5073357913561793
0.499895392567345,0.4812893356270065,0.185458279,0.597254412023011,0.3206803178311997,0.4978945397032824,0.497795954328125,0.5461614276184368,0.343355414442227,0.5075410989397767,0.5193728272460061,0.81
0.4892030305956459,0.103406069,0.5849471221681326,0.4491928898458274,0.6488608240307974,0.4857816633906165,0.5732722459312715,0.6127136312039114,0.6373412442056121,0.342294475,0.81,0.5361992894101564
0.607953538535071,0.640545506956439,0.488550345119497,0.81,0.4489001544938351,0.428728069175,0.5357950503131633,0.6091967964397245,0.651967344760361,0.5964884057250001,0.6399138693562958,0.3051872426000001
0.441520199976074,0.242476703,0.81,0.4548073466688858,0.5128259996789002,0.6164578873693836,0.4430476178854398,0.6278821954257521,0.21665605,0.5885981362049775,0.4390264862999999,0.6409213942799011
0.6224184545268512,0.726728909,0.5692690109617558,0.5219776963082976,0.6964645505,0.81,0.27721221,0.6443604762045068,0.5953727479889998,0.5697857868593298,0.5784007997,0.6220248368283842
